cd_municipio_7,regional_saude,nm_cidade,uf_municipio,nm_regiao,cidades_habitantes,id_singular,reg_ans
2506202,IV Núcleo Regional de Saúde,Frei Martinho,PB,Nordeste,2911,001,314315
2506251,III Núcleo Regional de Saúde,Gado Bravo,PB,Nordeste,8398,001,314315
2506301,II Núcleo Regional de Saúde,Guarabira,PB,Nordeste,60057,033,361569
2506400,XII Núcleo Regional de Saúde,Gurinhém,PB,Nordeste,14141,001,314315
2506509,III Núcleo Regional de Saúde,Gurjão,PB,Nordeste,3352,001,314315
2506608,VII Núcleo Regional de Saúde,Ibiara,PB,Nordeste,5713,001,314315
2506707,XI Núcleo Regional de Saúde,Imaculada,PB,Nordeste,10497,001,314315
2506806,XII Núcleo Regional de Saúde,Ingá,PB,Nordeste,18234,001,314315
2506905,XII Núcleo Regional de Saúde,Itabaiana,PB,Nordeste,23558,001,314315
2507002,VII Núcleo Regional de Saúde,Itaporanga,PB,Nordeste,24766,001,314315
2507101,I Núcleo Regional de Saúde,Itapororoca,PB,Nordeste,19165,001,314315
2507200,XII Núcleo Regional de Saúde,Itatuba,PB,Nordeste,10840,001,314315
2507309,I Núcleo Regional de Saúde,Jacaraú,PB,Nordeste,14969,001,314315
2507408,VIII Núcleo Regional de Saúde,Jericó,PB,Nordeste,7728,001,314315
2507507,I Núcleo Regional de Saúde,João Pessoa,PB,Nordeste,897633,033,361569
2507606,XII Núcleo Regional de Saúde,Juarez Távora,PB,Nordeste,8088,001,314315
2507705,III Núcleo Regional de Saúde,Juazeirinho,PB,Nordeste,17520,001,314315
2507804,VI Núcleo Regional de Saúde,Junco do Seridó,PB,Nordeste,7019,001,314315
2507903,XII Núcleo Regional de Saúde,Juripiranga,PB,Nordeste,10255,001,314315
2508000,XI Núcleo Regional de Saúde,Juru,PB,Nordeste,9380,001,314315
2508109,X Núcleo Regional de Saúde,Lagoa,PB,Nordeste,4489,001,314315
2508208,II Núcleo Regional de Saúde,Lagoa de Dentro,PB,Nordeste,8123,001,314315
2508307,III Núcleo Regional de Saúde,Lagoa Seca,PB,Nordeste,29209,001,314315
2508406,X Núcleo Regional de Saúde,Lastro,PB,Nordeste,3316,001,314315
2508505,III Núcleo Regional de Saúde,Livramento,PB,Nordeste,7041,001,314315
2508554,II Núcleo Regional de Saúde,Logradouro,PB,Nordeste,5107,001,314315
2508604,I Núcleo Regional de Saúde,Lucena,PB,Nordeste,13088,001,314315
2508703,VI Núcleo Regional de Saúde,Mãe d'Água,PB,Nordeste,3599,001,314315
2508802,VI Núcleo Regional de Saúde,Malta,PB,Nordeste,6288,001,314315
2508901,I Núcleo Regional de Saúde,Mamanguape,PB,Nordeste,46966,001,314315
2509008,XI Núcleo Regional de Saúde,Manaíra,PB,Nordeste,10699,001,314315
2509057,I Núcleo Regional de Saúde,Marcação,PB,Nordeste,9537,001,314315
2509107,I Núcleo Regional de Saúde,Mari,PB,Nordeste,22170,001,314315
2509156,X Núcleo Regional de Saúde,Marizópolis,PB,Nordeste,7001,001,314315
2509206,III Núcleo Regional de Saúde,Massaranduba,PB,Nordeste,14756,001,314315
2509305,I Núcleo Regional de Saúde,Mataraca,PB,Nordeste,8650,001,314315
2509339,III Núcleo Regional de Saúde,Matinhas,PB,Nordeste,4759,001,314315
2509370,VIII Núcleo Regional de Saúde,Mato Grosso,PB,Nordeste,2584,001,314315
2509396,VI Núcleo Regional de Saúde,Maturéia,PB,Nordeste,6717,001,314315
2509404,XII Núcleo Regional de Saúde,Mogeiro,PB,Nordeste,14435,001,314315
2509503,III Núcleo Regional de Saúde,Montadas,PB,Nordeste,6144,001,314315
2509602,IX Núcleo Regional de Saúde,Monte Horebe,PB,Nordeste,4429,001,314315
2509701,V Núcleo Regional de Saúde,Monteiro,PB,Nordeste,33886,001,314315
2509800,II Núcleo Regional de Saúde,Mulungu,PB,Nordeste,8909,001,314315
2509909,III Núcleo Regional de Saúde,Natuba,PB,Nordeste,8935,001,314315
2510006,X Núcleo Regional de Saúde,Nazarezinho,PB,Nordeste,7394,033,361569
2510105,IV Núcleo Regional de Saúde,Nova Floresta,PB,Nordeste,9840,001,314315
2510204,VII Núcleo Regional de Saúde,Nova Olinda,PB,Nordeste,5897,001,314315
2510303,IV Núcleo Regional de Saúde,Nova Palmeira,PB,Nordeste,4359,001,314315
2510402,VII Núcleo Regional de Saúde,Olho d'Água,PB,Nordeste,6059,001,314315
2510501,III Núcleo Regional de Saúde,Olivedos,PB,Nordeste,3675,001,314315
2510600,V Núcleo Regional de Saúde,Ouro Velho,PB,Nordeste,3000,001,314315
2510659,V Núcleo Regional de Saúde,Parari,PB,Nordeste,1745,001,314315
2510709,VI Núcleo Regional de Saúde,Passagem,PB,Nordeste,2580,001,314315
2510808,VI Núcleo Regional de Saúde,Patos,PB,Nordeste,108104,033,361569
2510907,X Núcleo Regional de Saúde,Paulista,PB,Nordeste,12172,001,314315
2511004,VII Núcleo Regional de Saúde,Pedra Branca,PB,Nordeste,3851,001,314315
2511103,IV N��cleo Regional de Saúde,Pedra Lavrada,PB,Nordeste,6980,001,314315
2511202,XII Núcleo Regional de Saúde,Pedras de Fogo,PB,Nordeste,31356,001,314315
2511301,VII Núcleo Regional de Saúde,Piancó,PB,Nordeste,17088,001,314315
2511400,IV Núcleo Regional de Saúde,Picuí,PB,Nordeste,18862,001,314315
2511509,XII Núcleo Regional de Saúde,Pilar,PB,Nordeste,12889,001,314315
2511608,II Núcleo Regional de Saúde,Pilões,PB,Nordeste,6974,001,314315
2511707,II Núcleo Regional de Saúde,Pilõezinhos,PB,Nordeste,5539,001,314315
2511806,II Núcleo Regional de Saúde,Pirpirituba,PB,Nordeste,9411,001,314315
2511905,I Núcleo Regional de Saúde,Pitimbu,PB,Nordeste,17166,001,314315
2512002,III Núcleo Regional de Saúde,Pocinhos,PB,Nordeste,18038,001,314315
2512036,IX Núcleo Regional de Saúde,Poço Dantas,PB,Nordeste,3934,001,314315
2512077,IX Núcleo Regional de Saúde,Poço de José de Moura,PB,Nordeste,4126,001,314315
2512101,X Núcleo Regional de Saúde,Pombal,PB,Nordeste,33866,001,314315
2512200,V Núcleo Regional de Saúde,Prata,PB,Nordeste,4032,001,314315
2512309,XI Núcleo Regional de Saúde,Princesa Isabel,PB,Nordeste,21674,001,314315
2512408,III Núcleo Regional de Saúde,Puxinanã,PB,Nordeste,14942,001,314315
2512507,III Núcleo Regional de Saúde,Queimadas,PB,Nordeste,50698,001,314315
2512606,VI Núcleo Regional de Saúde,Quixaba,PB,Nordeste,1803,001,314315
2512705,III Núcleo Regional de Saúde,Remígio,PB,Nordeste,18399,001,314315
2512721,I Núcleo Regional de Saúde,Pedro Régis,PB,Nordeste,5932,001,314315
2512747,II Núcleo Regional de Saúde,Riachão,PB,Nordeste,2945,001,314315
2512754,XII Núcleo Regional de Saúde,Riachão do Bacamarte,PB,Nordeste,4911,001,314315
2512762,I Núcleo Regional de Saúde,Riachão do Poço,PB,Nordeste,4989,001,314315
2512788,III Núcleo Regional de Saúde,Riacho de Santo Antônio,PB,Nordeste,2063,001,314315
2512804,VIII Núcleo Regional de Saúde,Riacho dos Cavalos,PB,Nordeste,8788,001,314315
2512903,I Núcleo Regional de Saúde,Rio Tinto,PB,Nordeste,25500,001,314315
2513000,VI Núcleo Regional de Saúde,Salgadinho,PB,Nordeste,3435,001,314315
2513109,XII Núcleo Regional de Saúde,Salgado de São Félix,PB,Nordeste,11741,001,314315
2513158,III Núcleo Regional de Saúde,Santa Cecília,PB,Nordeste,8113,001,314315
2513208,X Núcleo Regional de Saúde,Santa Cruz,PB,Nordeste,6013,001,314315
2513307,IX Núcleo Regional de Saúde,Santa Helena,PB,Nordeste,6023,001,314315
2513356,VII Núcleo Regional de Saúde,Santa Inês,PB,Nordeste,3256,001,314315
2513406,VI Núcleo Regional de Saúde,Santa Luzia,PB,Nordeste,15418,001,314315
2513505,VII Núcleo Regional de Saúde,Santana de Mangueira,PB,Nordeste,5090,001,314315
2513604,VII Núcleo Regional de Saúde,Santana dos Garrotes,PB,Nordeste,6618,001,314315
2513653,IX Núcleo Regional de Saúde,Joca Claudino,PB,Nordeste,2607,001,314315
2513703,I Núcleo Regional de Saúde,Santa Rita,PB,Nordeste,160852,001,314315
2513802,VI Núcleo Regional de Saúde,Santa Teresinha,PB,Nordeste,4492,001,314315
2513851,III Núcleo Regional de Saúde,Santo André,PB,Nordeste,2708,001,314315
2513901,VIII Núcleo Regional de Saúde,São Bento,PB,Nordeste,33845,001,314315
2513927,X Núcleo Regional de Saúde,São Bentinho,PB,Nordeste,4490,001,314315
2513943,III Núcleo Regional de Saúde,São Domingos do Cariri,PB,Nordeste,2688,001,314315
2513968,X Núcleo Regional de Saúde,São Domingos,PB,Nordeste,2624,001,314315
2513984,X Núcleo Regional de Saúde,São Francisco,PB,Nordeste,3176,001,314315
2514008,V Núcleo Regional de Saúde,São João do Cariri,PB,Nordeste,4345,001,314315
2514107,V Núcleo Regional de Saúde,São João do Tigre,PB,Nordeste,4359,001,314315
2514206,X Núcleo Regional de Saúde,São José da Lagoa Tapada,PB,Nordeste,7251,001,314315
2514305,VII Núcleo Regional de Saúde,São José de Caiana,PB,Nordeste,4966,001,314315
2514404,VI Núcleo Regional de Saúde,São José de Espinharas,PB,Nordeste,4056,001,314315
2514453,XII Núcleo Regional de Saúde,São José dos Ramos,PB,Nordeste,6137,001,314315
2514503,IX Núcleo Regional de Saúde,São José de Piranhas,PB,Nordeste,19561,001,314315
2514552,XI Núcleo Regional de Saúde,São José de Princesa,PB,Nordeste,3323,001,314315
2514602,VI Núcleo Regional de Saúde,São José do Bonfim,PB,Nordeste,3337,001,314315
2514651,VIII Núcleo Regional de Saúde,São José do Brejo do Cruz,PB,Nordeste,1750,001,314315
2514701,VI Núcleo Regional de Saúde,São José do Sabugi,PB,Nordeste,4283,001,314315
2514800,V Núcleo Regional de Saúde,São José dos Cordeiros,PB,Nordeste,3462,001,314315
2514909,VI Núcleo Regional de Saúde,São Mamede,PB,Nordeste,7629,001,314315
2515005,XII Núcleo Regional de Saúde,São Miguel de Taipu,PB,Nordeste,7307,001,314315
2515104,III Núcleo Regional de Saúde,São Sebastião de Lagoa de Roça,PB,Nordeste,11387,001,314315
2515203,V Núcleo Regional de Saúde,São Sebastião do Umbuzeiro,PB,Nordeste,3382,001,314315
2515302,I Núcleo Regional de Saúde,Sapé,PB,Nordeste,53457,033,361569
2515401,IV Núcleo Regional de Saúde,São Vicente do Seridó,PB,Nordeste,10652,001,314315
2515500,V Núcleo Regional de Saúde,Serra Branca,PB,Nordeste,14131,001,314315
2515609,II Núcleo Regional de Saúde,Serra da Raiz,PB,Nordeste,3156,001,314315
2515708,VII Núcleo Regional de Saúde,Serra Grande,PB,Nordeste,3056,001,314315
2515807,III Núcleo Regional de Saúde,Serra Redonda,PB,Nordeste,6975,001,314315
2515906,II Núcleo Regional de Saúde,Serraria,PB,Nordeste,4754,001,314315
2515930,II Núcleo Regional de Saúde,Sertãozinho,PB,Nordeste,5332,001,314315
2515971,I Núcleo Regional de Saúde,Sobrado,PB,Nordeste,8646,001,314315
2516003,II Núcleo Regional de Saúde,Solânea,PB,Nordeste,27748,001,314315
2516102,III Núcleo Regional de Saúde,Soledade,PB,Nordeste,14409,001,314315
2516151,IV Núcleo Regional de Saúde,Sossêgo,PB,Nordeste,3476,001,314315
2516201,X Núcleo Regional de Saúde,Sousa,PB,Nordeste,70066,033,361569
2516300,V Núcleo Regional de Saúde,Sumé,PB,Nordeste,17852,001,314315
2516409,II Núcleo Regional de Saúde,Tacima,PB,Nordeste,7794,001,314315
2516508,III Núcleo Regional de Saúde,Taperoá,PB,Nordeste,14358,001,314315
2516607,XI Núcleo Regional de Saúde,Tavares,PB,Nordeste,14473,001,314315
2516706,VI Núcleo Regional de Saúde,Teixeira,PB,Nordeste,15129,001,314315
2516755,III Núcleo Regional de Saúde,Tenório,PB,Nordeste,3082,001,314315
2516805,IX Núcleo Regional de Saúde,Triunfo,PB,Nordeste,10315,001,314315
2516904,IX Núcleo Regional de Saúde,Uiraúna,PB,Nordeste,15431,001,314315
2517001,III Núcleo Regional de Saúde,Umbuzeiro,PB,Nordeste,9274,001,314315
2517100,VI Núcleo Regional de Saúde,Várzea,PB,Nordeste,2777,001,314315
2517209,X Núcleo Regional de Saúde,Vieirópolis,PB,Nordeste,4967,001,314315
2517407,V Núcleo Regional de Saúde,Zabelê,PB,Nordeste,2323,001,314315
2600054,Recife,Abreu e Lima,PE,Nordeste,104248,001,314315
2600104,Afogados da Ingazeira,Afogados da Ingazeira,PE,Nordeste,42672,001,314315
2600203,Petrolina,Afrânio,PE,Nordeste,19409,001,314315
2600302,Caruaru,Agrestina,PE,Nordeste,24680,088,414891
2600401,Palmares,Água Preta,PE,Nordeste,26981,001,314315
2600500,Garanhuns,Águas Belas,PE,Nordeste,43822,104,342335
2600609,Caruaru,Alagoinha,PE,Nordeste,14460,001,314315
2600708,Goiana,Aliança,PE,Nordeste,37349,001,314315
2600807,Caruaru,Altinho,PE,Nordeste,21134,088,414891
2600906,Palmares,Amaraji,PE,Nordeste,18335,001,314315
2601003,Garanhuns,Angelim,PE,Nordeste,10591,104,342335
2601052,Recife,Araçoiaba,PE,Nordeste,19996,001,314315
2601102,Ouricuri,Araripina,PE,Nordeste,90504,001,314315
2601201,Arcoverde,Arcoverde,PE,Nordeste,82487,104,342335
2601300,Caruaru,Barra de Guabiraba,PE,Nordeste,12601,001,314315
2601409,Palmares,Barreiros,PE,Nordeste,42083,001,314315
2601508,Palmares,Belém de Maria,PE,Nordeste,10798,001,314315
2601607,Salgueiro,Belém do São Francisco,PE,Nordeste,18648,001,314315
2601706,Caruaru,Belo Jardim,PE,Nordeste,84033,088,414891
2601805,Serra Talhada,Betânia,PE,Nordeste,11961,001,314315
2601904,Caruaru,Bezerros,PE,Nordeste,65007,088,414891
2602001,Ouricuri,Bodocó,PE,Nordeste,36145,001,314315
2602100,Garanhuns,Bom Conselho,PE,Nordeste,46202,104,342335
2602209,Limoeiro,Bom Jardim,PE,Nordeste,39289,001,314315
2602308,Caruaru,Bonito,PE,Nordeste,39212,001,314315
2602407,Garanhuns,Brejão,PE,Nordeste,9417,104,342335
2602506,Afogados da Ingazeira,Brejinho,PE,Nordeste,8033,001,314315
2602605,Caruaru,Brejo da Madre de Deus,PE,Nordeste,51308,088,414891
2602704,Limoeiro,Buenos Aires,PE,Nordeste,13276,001,314315
2602803,Arcoverde,Buíque,PE,Nordeste,53489,001,314315
2602902,Recife,Cabo de Santo Agostinho,PE,Nordeste,218049,001,314315
2603009,Petrolina,Cabrobó,PE,Nordeste,31762,001,314315
2603108,Caruaru,Cachoeirinha,PE,Nordeste,20673,001,314315
2603207,Garanhuns,Caetés,PE,Nordeste,30571,104,342335
2603306,Garanhuns,Calçado,PE,Nordeste,11453,104,342335
2603405,Serra Talhada,Calumbi,PE,Nordeste,5354,001,314315
2603454,Recife,Camaragibe,PE,Nordeste,156112,001,314315
2603504,Caruaru,Camocim de São Félix,PE,Nordeste,18018,001,314315
2603603,Goiana,Camutanga,PE,Nordeste,7962,001,314315
2603702,Garanhuns,Canhotinho,PE,Nordeste,25103,104,342335
2603801,Garanhuns,Capoeiras,PE,Nordeste,18854,104,342335
2603900,Afogados da Ingazeira,Carnaíba,PE,Nordeste,19533,001,314315
2603926,Serra Talhada,Carnaubeira da Penha,PE,Nordeste,12712,001,314315
2604007,Limoeiro,Carpina,PE,Nordeste,83482,001,314315
2604106,Caruaru,Caruaru,PE,Nordeste,405408,088,414891
2604155,Limoeiro,Casinhas,PE,Nordeste,13468,001,314315
2604205,Palmares,Catende,PE,Nordeste,33086,001,314315
2604304,Salgueiro,Cedro,PE,Nordeste,10843,001,314315
2604403,Recife,Chã de Alegria,PE,Nordeste,13496,001,314315
2604502,Recife,Chã Grande,PE,Nordeste,21258,001,314315
2604601,Goiana,Condado,PE,Nordeste,25416,001,314315
2604700,Garanhuns,Correntes,PE,Nordeste,17670,104,342335
2604809,Palmares,Cortês,PE,Nordeste,10426,001,314315
2604908,Limoeiro,Cumaru,PE,Nordeste,16215,001,314315
2605004,Caruaru,Cupira,PE,Nordeste,24343,001,314315
2605103,Arcoverde,Custódia,PE,Nordeste,39609,001,314315
2605152,Petrolina,Dormentes,PE,Nordeste,17850,001,314315
2605202,Palmares,Escada,PE,Nordeste,62174,001,314315
2605301,Ouricuri,Exu,PE,Nordeste,33486,001,314315
2605400,Limoeiro,Feira Nova,PE,Nordeste,22222,001,314315
2605459,Recife,Fernando de Noronha,PE,Nordeste,3341,001,314315
2605509,Goiana,Ferreiros,PE,Nordeste,15955,001,314315
2605608,Serra Talhada,Flores,PE,Nordeste,20776,001,314315
2605707,Serra Talhada,Floresta,PE,Nordeste,31702,001,314315
2605806,Caruaru,Frei Miguelinho,PE,Nordeste,14055,001,314315
2605905,Palmares,Gameleira,PE,Nordeste,17583,001,314315
2606002,Garanhuns,Garanhuns,PE,Nordeste,151803,104,342335
2606101,Recife,Glória do Goitá,PE,Nordeste,30420,001,314315
2606200,Goiana,Goiana,PE,Nordeste,85497,042,327441
2606309,Ouricuri,Granito,PE,Nordeste,7217,001,314315
2606408,Caruaru,Gravatá,PE,Nordeste,92429,088,414891
2606507,Garanhuns,Iati,PE,Nordeste,17570,104,342335
2606606,Arcoverde,Ibimirim,PE,Nordeste,28825,001,314315
2606705,Caruaru,Ibirajuba,PE,Nordeste,7334,001,314315
2606804,Recife,Igarassu,PE,Nordeste,123017,001,314315
2606903,Afogados da Ingazeira,Iguaracy,PE,Nordeste,11347,001,314315
2607000,Arcoverde,Inajá,PE,Nordeste,27758,001,314315
2607109,Afogados da Ingazeira,Ingazeira,PE,Nordeste,4975,001,314315
2607208,Recife,Ipojuca,PE,Nordeste,106539,001,314315
2607307,Ouricuri,Ipubi,PE,Nordeste,30720,001,314315
2607406,Serra Talhada,Itacuruba,PE,Nordeste,4491,001,314315
2607505,Garanhuns,Itaíba,PE,Nordeste,33995,001,314315
2607604,Recife,Ilha de Itamaracá,PE,Nordeste,25658,001,314315
2607653,Goiana,Itambé,PE,Nordeste,36652,001,314315
2607703,Afogados da Ingazeira,Itapetim,PE,Nordeste,14236,001,314315
2607752,Recife,Itapissuma,PE,Nordeste,29669,001,314315
2607802,Goiana,Itaquitinga,PE,Nordeste,17142,001,314315
2607901,Recife,Jaboatão dos Guararapes,PE,Nordeste,684293,001,314315
2607950,Palmares,Jaqueira,PE,Nordeste,10440,001,314315
2608008,Caruaru,Jataúba,PE,Nordeste,16328,001,314315
2608057,Arcoverde,Jatobá,PE,Nordeste,14477,001,314315
2608107,Limoeiro,João Alfredo,PE,Nordeste,28842,001,314315
2608206,Palmares,Joaquim Nabuco,PE,Nordeste,13416,001,314315
2608255,Garanhuns,Jucati,PE,Nordeste,12023,104,342335
2608305,Garanhuns,Jupi,PE,Nordeste,16022,104,342335
2608404,Caruaru,Jurema,PE,Nordeste,14002,001,314315
2608453,Limoeiro,Lagoa do Carro,PE,Nordeste,18804,001,314315
2608503,Limoeiro,Lagoa de Itaenga,PE,Nordeste,19863,001,314315
2608602,Garanhuns,Lagoa do Ouro,PE,Nordeste,12367,104,342335
2608701,Palmares,Lagoa dos Gatos,PE,Nordeste,14333,001,314315
2608750,Petrolina,Lagoa Grande,PE,Nordeste,24951,001,314315
2608800,Garanhuns,Lajedo,PE,Nordeste,41960,104,342335
2608909,Limoeiro,Limoeiro,PE,Nordeste,59236,001,314315
2609006,Goiana,Macaparana,PE,Nordeste,24642,001,314315
2609105,Limoeiro,Machados,PE,Nordeste,11387,001,314315
2609154,Arcoverde,Manari,PE,Nordeste,27046,001,314315
2609204,Palmares,Maraial,PE,Nordeste,9322,001,314315
2609303,Salgueiro,Mirandiba,PE,Nordeste,14605,001,314315
2609402,Recife,Moreno,PE,Nordeste,57654,001,314315
2609501,Limoeiro,Nazaré da Mata,PE,Nordeste,32187,001,314315
2609600,Recife,Olinda,PE,Nordeste,364717,001,314315
2609709,Limoeiro,Orobó,PE,Nordeste,22412,001,314315
2609808,Petrolina,Orocó,PE,Nordeste,14129,001,314315
2609907,Ouricuri,Ouricuri,PE,Nordeste,68489,001,314315
2610004,Palmares,Palmares,PE,Nordeste,56475,001,314315
2610103,Garanhuns,Palmeirina,PE,Nordeste,7104,104,342335
2610202,Caruaru,Panelas,PE,Nordeste,23337,088,414891
2610301,Garanhuns,Paranatama,PE,Nordeste,12778,104,342335
2610400,Ouricuri,Parnamirim,PE,Nordeste,18960,001,314315
2610509,Limoeiro,Passira,PE,Nordeste,29744,001,314315
2610608,Limoeiro,Paudalho,PE,Nordeste,59924,001,314315
2610707,Recife,Paulista,PE,Nordeste,365144,001,314315
2610806,Arcoverde,Pedra,PE,Nordeste,23671,104,342335
2610905,Caruaru,Pesqueira,PE,Nordeste,65481,088,414891
2611002,Arcoverde,Petrolândia,PE,Nordeste,36104,001,314315
2611101,Petrolina,Petrolina,PE,Nordeste,418444,001,314315
2611200,Caruaru,Poção,PE,Nordeste,10792,001,314315
2611309,Recife,Pombos,PE,Nordeste,26942,001,314315
2611408,Palmares,Primavera,PE,Nordeste,14380,001,314315
2611507,Palmares,Quipapá,PE,Nordeste,17731,001,314315
2611533,Afogados da Ingazeira,Quixaba,PE,Nordeste,6753,001,314315
2611606,Recife,Recife,PE,Nordeste,1588376,036,305740
2611705,Caruaru,Riacho das Almas,PE,Nordeste,21490,088,414891
2611804,Palmares,Ribeirão,PE,Nordeste,33843,001,314315
2611903,Palmares,Rio Formoso,PE,Nordeste,20388,001,314315
2612000,Caruaru,Sairé,PE,Nordeste,11213,001,314315
2612109,Limoeiro,Salgadinho,PE,Nordeste,5478,001,314315
2612208,Salgueiro,Salgueiro,PE,Nordeste,65946,001,314315
2612307,Garanhuns,Saloá,PE,Nordeste,14125,104,342335
2612406,Caruaru,Sanharó,PE,Nordeste,18812,088,414891
2612455,Ouricuri,Santa Cruz,PE,Nordeste,14342,001,314315
2612471,Serra Talhada,Santa Cruz da Baixa Verde,PE,Nordeste,11934,001,314315
2612505,Caruaru,Santa Cruz do Capibaribe,PE,Nordeste,104854,088,414891
2612554,Ouricuri,Santa Filomena,PE,Nordeste,12360,001,314315
2612604,Petrolina,Santa Maria da Boa Vista,PE,Nordeste,42782,001,314315
2612703,Caruaru,Santa Maria do Cambucá,PE,Nordeste,14586,001,314315
2612802,Afogados da Ingazeira,Santa Terezinha,PE,Nordeste,10487,001,314315
2612901,Palmares,São Benedito do Sul,PE,Nordeste,13456,001,314315
2613008,Caruaru,São Bento do Una,PE,Nordeste,51165,104,342335
2613107,Caruaru,São Caitano,PE,Nordeste,39243,088,414891
2613206,Garanhuns,São João,PE,Nordeste,24895,104,342335
2613305,Caruaru,São Joaquim do Monte,PE,Nordeste,20438,001,314315
2613404,Palmares,São José da Coroa Grande,PE,Nordeste,19511,001,314315
2613503,Serra Talhada,São José do Belmonte,PE,Nordeste,36890,001,314315
2613602,Afogados da Ingazeira,São José do Egito,PE,Nordeste,32508,001,314315
2613701,Recife,São Lourenço da Mata,PE,Nordeste,118258,001,314315
2613800,Goiana,São Vicente Férrer,PE,Nordeste,17177,001,314315
2613909,Serra Talhada,Serra Talhada,PE,Nordeste,98816,001,314315
2614006,Salgueiro,Serrita,PE,Nordeste,18764,001,314315
2614105,Arcoverde,Sertânia,PE,Nordeste,34271,001,314315
2614204,Palmares,Sirinhaém,PE,Nordeste,39171,001,314315
2614303,Ouricuri,Moreilândia,PE,Nordeste,10839,001,314315
2614402,Afogados da Ingazeira,Solidão,PE,Nordeste,5386,001,314315
2614501,Limoeiro,Surubim,PE,Nordeste,67821,001,314315
2614600,Afogados da Ingazeira,Tabira,PE,Nordeste,29180,001,314315
2614709,Caruaru,Tacaimbó,PE,Nordeste,14330,088,414891
2614808,Arcoverde,Tacaratu,PE,Nordeste,24898,001,314315
2614857,Palmares,Tamandaré,PE,Nordeste,24670,001,314315
2615003,Caruaru,Taquaritinga do Norte,PE,Nordeste,25511,088,414891
2615102,Garanhuns,Terezinha,PE,Nordeste,6853,104,342335
2615201,Salgueiro,Terra Nova,PE,Nordeste,9231,001,314315
2615300,Goiana,Timbaúba,PE,Nordeste,47312,001,314315
2615409,Caruaru,Toritama,PE,Nordeste,43921,088,414891
2615508,Limoeiro,Tracunhaém,PE,Nordeste,14439,001,314315
2615607,Ouricuri,Trindade,PE,Nordeste,32257,001,314315
2615706,Serra Talhada,Triunfo,PE,Nordeste,15141,001,314315
2615805,Arcoverde,Tupanatinga,PE,Nordeste,28141,001,314315
2615904,Afogados da Ingazeira,Tuparetama,PE,Nordeste,8261,001,314315
2616001,Arcoverde,Venturosa,PE,Nordeste,17563,104,342335
2616100,Salgueiro,Verdejante,PE,Nordeste,9483,001,314315
2616183,Limoeiro,Vertente do Lério,PE,Nordeste,7776,001,314315
2616209,Caruaru,Vertentes,PE,Nordeste,23127,001,314315
2616308,Limoeiro,Vicência,PE,Nordeste,27151,001,314315
2616407,Recife,Vitória de Santo Antão,PE,Nordeste,144243,001,314315
2616506,Palmares,Xexéu,PE,Nordeste,11699,001,314315
2700102,Região 03,Água Branca,AL,Nordeste,19550,167,403512
2700201,Região 02,Anadia,AL,Nordeste,14167,038,321125
2700300,Região 04,Arapiraca,AL,Nordeste,243906,167,403512
2700409,Região 01,Atalaia,AL,Nordeste,38480,038,321125
2700508,Região 01,Barra de Santo Antônio,AL,Nordeste,16756,038,321125
2700607,Região 01,Barra de São Miguel,AL,Nordeste,8123,038,321125
2700706,Região 03,Batalha,AL,Nordeste,17103,167,403512
2700805,Região 04,Belém,AL,Nordeste,4819,167,403512
2700904,Região 03,Belo Monte,AL,Nordeste,5895,167,403512
2701001,Região 02,Boca da Mata,AL,Nordeste,21479,038,321125
2701100,Região 05,Branquinha,AL,Nordeste,9779,038,321125
2701209,Região 04,Cacimbinhas,AL,Nordeste,10705,167,403512
2701308,Região 01,Cajueiro,AL,Nordeste,16572,038,321125
2701357,Região 05,Campestre,AL,Nordeste,6808,038,321125
2701407,Região 02,Campo Alegre,AL,Nordeste,32558,167,403512
2701506,Região 04,Campo Grande,AL,Nordeste,8285,167,403512
2701605,Região 03,Canapi,AL,Nordeste,15730,167,403512
2701704,Região 01,Capela,AL,Nordeste,15051,038,321125
2701803,Região 03,Carneiros,AL,Nordeste,9206,167,403512
2701902,Região 01,Chã Preta,AL,Nordeste,6000,038,321125
2702009,Região 04,Coité do Nóia,AL,Nordeste,11036,167,403512
2702108,Região 05,Colônia Leopoldina,AL,Nordeste,15915,038,321125
2702207,Região 01,Coqueiro Seco,AL,Nordeste,5701,038,321125
2702306,Região 02,Coruripe,AL,Nordeste,51784,038,321125
2702355,Região 04,Craíbas,AL,Nordeste,26144,167,403512
2702405,Região 03,Delmiro Gouveia,AL,Nordeste,52845,167,403512
2702504,Região 03,Dois Riachos,AL,Nordeste,9898,167,403512
2702553,Região 04,Estrela de Alagoas,AL,Nordeste,15688,038,321125
2702603,Região 04,Feira Grande,AL,Nordeste,23204,167,403512
2702702,Região 02,Feliz Deserto,AL,Nordeste,4035,167,403512
2702801,Região 05,Flexeiras,AL,Nordeste,9745,038,321125
2702900,Região 04,Girau do Ponciano,AL,Nordeste,37337,167,403512
2703007,Região 05,Ibateguara,AL,Nordeste,13982,038,321125
2703106,Região 04,Igaci,AL,Nordeste,24445,038,321125
2703205,Região 02,Igreja Nova,AL,Nordeste,22113,167,403512
2703304,Região 03,Inhapi,AL,Nordeste,15396,167,403512
2703403,Região 03,Jacaré dos Homens,AL,Nordeste,5180,167,403512
2703502,Região 01,Jacuípe,AL,Nordeste,5419,038,321125
2703601,Região 01,Japaratinga,AL,Nordeste,9457,038,321125
2703700,Região 04,Jaramataia,AL,Nordeste,5069,167,403512
